,Date,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC,Date,S&P 500,Date,Algo 1,Algo 2
36,2015-04-22,0.0009741602415507,-0.0008272682321979,0.0085909646207489,0.0037676848430179,2012-11-26,-0.0020295923074195032,2014-07-18,0.0122652448333353,0.008167202519394
37,2015-04-23,0.0010665546817723,0.0029723706799449,0.0007364438336603,0.0070607475569128,2012-11-27,-0.005226518001265723,2014-07-21,-0.004785684737446,0.0001700758126434
38,2015-04-24,0.0032181629162517,0.0004666063449776,0.0015501741422445,0.0002595000485166,2012-11-28,0.007855948074971142,2014-07-22,0.0076197135136342,0.0041528956980944
39,2015-04-27,-0.0026200807059345,-0.0113212964462785,-0.0038115102470903,-0.0026637191782969,2012-11-29,0.004269715517791761,2014-07-23,0.0021532885567249,0.0001089120701675
40,2015-04-28,-0.0004553188717991,0.0018861299788333,0.0027311302521799,-0.0043644769257583,2012-11-30,0.000162435114234194,2014-07-24,-0.0024857972959861,-0.0028715123351462
41,2015-04-29,-0.0042327286463821,0.0014434094823267,-0.0007602197848491,-0.0058494776088678,2012-12-03,-0.0047451595136212,2014-07-25,-0.0034659663762372,-0.0026411640632353
42,2015-04-30,-0.00917457590537,-0.0042795829191309,-0.0103412312712567,-0.0079642478601966,2012-12-04,-0.0017098747037873618,2014-07-28,-0.0089519282231263,-0.0032856980644952
43,2015-05-01,0.0060511250281771,0.0025511806447564,0.0065263017594465,0.0096502430921945,2012-12-05,0.0015848761593404426,2014-07-29,0.0045111341131635,-0.0011742277757999
44,2015-05-04,0.0031331272933197,0.0006206414236411,0.0024108652637291,0.0037321508754037,2012-12-06,0.003306653042688623,2014-07-30,0.0087909426062577,0.0001643908628337
45,2015-05-05,-0.0122484131296758,-0.0034809299605225,-0.006610153638702,-0.0144210707398108,2012-12-07,0.002920916021896147,2014-07-31,-0.0014077209495477,-0.0162064572267935
46,2015-05-06,0.0004433501953717,-0.0034002362196059,-0.0054866828388255,-0.0059002616042193,2012-12-10,0.00033848822695636827,2014-08-01,-0.0008597108004017,-0.0036132451880651
47,2015-05-07,0.0080458931961056,0.0043698257190112,0.0020935545008429,0.007973106033321,2012-12-11,0.0065489408198511345,2014-08-04,0.0006889860058863,0.0005876221785659
48,2015-05-08,0.006919050611678,0.0064084342208012,0.0086414316850824,0.0057746523600112,2012-12-12,0.00044822949350065144,2014-08-05,-0.0022057330996872,-0.0039195878363943
49,2015-05-11,-0.0028074562053174,-0.0004634373348618,-0.0062474335455156,-0.0007814802029043,2012-12-13,-0.006321404569892497,2014-08-06,0.0056920632669951,0.0038491099319249
50,2015-05-12,0.0008538716446382,-0.0007808242192828,-0.0035781659073972,-0.0079315503454142,2012-12-14,-0.0041354045581035725,2014-08-07,-0.0016453692082982,-0.0045162244830903
51,2015-05-13,0.0,0.0,0.0,0.0,2012-12-17,0.011870569759051541,2014-08-08,0.0013194725986463,0.0077354586804779
52,2015-05-14,0.0,0.0,0.0,0.0,2012-12-18,0.01148661875332091,2014-08-11,0.0002137769233988,0.0066135936539627
53,2015-05-15,0.0033920266723943,0.0003474348051166,0.0023302215510598,0.0050319922569463,2012-12-19,-0.007589214744365136,2014-08-12,0.0051435080172434,-0.0042266586305552
54,2015-05-18,0.0010253974552416,0.0043210574369816,0.0023330809323944,0.0022995433279806,2012-12-20,0.0054881913345081745,2014-08-13,0.0036634823894547,0.0069316579109254
55,2015-05-19,-0.0010986550208031,-0.0005936723741751,0.0020777319802192,-0.0008251846147441,2012-12-21,-0.009378744744370282,2014-08-14,-0.0024179365594439,0.0002980400377518
56,2015-05-20,-0.00187322522105,0.0012737433760576,0.000438294270503,0.0011624618002081,2012-12-24,-0.0024403034646715005,2014-08-15,-1.796604559971878e-05,-0.0002618733308066
57,2015-05-21,0.0022246065635478,0.0031779984819315,0.000917472919973,0.0045967601396483,2012-12-26,-0.004787405548624113,2014-08-18,-0.0049576343378147,0.011767294203932
58,2015-05-22,0.0005417585388527,0.0002920612691308,0.0007344149843024,0.0052675523121386,2012-12-27,-0.0012184557306156307,2014-08-19,-0.0022663626601018,0.0027420819101058
59,2015-05-26,-0.0087183050715462,0.0009676449529909,-0.0071670845846161,-0.0033622585324445,2012-12-28,-0.011049996474155499,2014-08-20,0.0040749051078164,-0.0020019474825369
60,2015-05-27,0.0055359386954314,0.0033826799417824,0.0058313806272003,0.0035053789962962,2012-12-31,0.01694202206170714,2014-08-21,0.0018342696117931,0.0020101921825866
61,2015-05-28,-0.0015987359927381,0.0006190338596203,-0.0014913963106043,-0.0089094782297701,2013-01-02,0.02540334738008254,2014-08-22,-0.0051662621655507,-0.0002348943955294
62,2015-05-29,-0.0015331167678223,5.871445534610942e-05,-0.0049733398711311,-0.0054978282539692,2013-01-03,-0.0020855841687067445,2014-08-25,-0.0089664842960428,0.0052418813385942
63,2015-06-01,0.0020812756386008,-0.0001129622161173,0.0008367055129891,0.0029157613744033,2013-01-04,0.004865113028224677,2014-08-26,0.0012203827828643,0.0047191956835265
64,2015-06-02,0.0032039090197975,0.0004800749450011,-0.001260948788421,0.0007174833664982,2013-01-07,-0.0031231460582213932,2014-08-27,0.0008429477000615,5.306289360048227e-05
65,2015-06-03,0.0032481712743563,-7.993925359195408e-05,0.0010133703493921,0.0010169903682866,2013-01-08,-0.0032423780174979377,2014-08-28,0.0017088433846949,-0.0030426857053632
66,2015-06-04,-0.0058055596798609,-0.0040540950548975,-0.0095483992368136,-0.0098744786443496,2013-01-09,0.0026558693339737705,2014-08-29,4.161574118894274e-05,0.0060664517459874
67,2015-06-05,0.0022242066179463,0.0012237037820321,-0.0009672850539865,0.0103813245724373,2013-01-10,0.007597431931116505,2014-09-02,-0.0052227521807819,0.0042135134427447
68,2015-06-08,-0.0100531375829966,-0.0034606281682477,-0.0074020334703369,-0.0063319444060236,2013-01-11,-4.755047142890323e-05,2014-09-03,0.0060504953601243,-0.0022174190295434
69,2015-06-09,0.0003084132946717,0.0002508456712981,0.0005412156216157,-0.001595341432684,2013-01-14,-0.0009306749091402278,2014-09-04,-0.0021931340403437,-0.001654461951798
70,2015-06-10,0.0095067659710008,0.0049111959487089,0.008996315002,0.0125988169148396,2013-01-15,0.0011287295672748332,2014-09-05,0.0003790485857775,0.002718494438971
71,2015-06-11,-0.0002930653016161,0.0017059472901641,0.0041412631827839,0.0004913190227773,2013-01-16,0.00019696537484570342,2014-09-08,-0.002510667537819,-0.0015818411917747
72,2015-06-12,-0.0021077469462302,-0.0024344614636181,-0.005533909292536,0.0042559731050202,2013-01-17,0.00564296530696784,2014-09-09,0.0029972634628351,-0.0076697993055631
73,2015-06-15,-0.0034004521583481,-0.0015512287181937,-0.0048545103186522,-0.007897064302326,2013-01-18,0.0034032438856401726,2014-09-10,-0.0060983047374069,0.0024293199163701
74,2015-06-16,0.0010892881912969,-0.0001286393454305,0.0026380277935635,0.001090837538489,2013-01-22,0.004428054213380994,2014-09-11,0.000753773121725,0.0009625809317649
75,2015-06-17,-0.0017146754766553,-0.0023327440928038,0.0008381826517656,0.0008711225471376,2013-01-23,0.0015074770863483522,2014-09-12,-0.0014479522681444,-0.0066185163027427
76,2015-06-18,0.0038682653593236,0.0048044500873116,0.0083632860096027,0.0032893952099657,2013-01-24,6.689813421001389e-06,2014-09-15,0.0073197037073672,-0.0074066528909837
77,2015-06-19,-0.0017989285486978,-0.0009096672063709,-0.0015430312899998,-0.0094322827996914,2013-01-25,0.005445471695588733,2014-09-16,-0.0006233255944013,0.0036065638286166
78,2015-06-22,0.0063022910874153,0.0023973481372536,0.0036006319791481,0.0019214230173629,2013-01-28,-0.0018496832916378159,2014-09-17,0.002087964283031,0.0004680821330644
79,2015-06-23,0.0008716758003386,0.0012003345277671,-0.000382513520622,0.0030669723561185,2013-01-29,0.0051060539401937,2014-09-18,0.0002826757770559,0.0027274743998529
80,2015-06-24,-0.0056936186676936,-0.004625271523923,-0.009462694006868,-0.0057251209992539,2013-01-30,-0.003899617996604321,2014-09-19,-0.0032869798302105,-0.004640941768575
81,2015-06-25,0.0016993342251063,0.0015946974013278,-0.0016461083440371,-0.0082474246937597,2013-01-31,-0.0025633172654399017,2014-09-22,-0.0078457079734187,-0.0118801920680187
82,2015-06-26,-0.0105980044906435,-0.004985520085365,0.0039858048589689,-0.0051029361356617,2013-02-01,0.010052666359613216,2014-09-23,-0.0005115762524437,-0.007547696203287
83,2015-06-29,-0.019128767248069,-0.0068352063660604,-0.0193837201229795,-0.0199965854164745,2013-02-04,-0.011538690299173315,2014-09-24,0.0058688467580057,0.0072439542238103
84,2015-06-30,0.0060732714596183,0.0015495993638208,0.0040713300095118,0.0118255339992809,2013-02-05,0.01041645773579103,2014-09-25,-0.004803681175162,-0.0121408324324821
85,2015-07-01,-0.0013646833000299,0.0021003932194809,0.0058147155608716,-0.0013042615337074,2013-02-06,0.0005491996903306262,2014-09-26,0.0010268199284051,0.0064753928451501
86,2015-07-02,0.0006127121282701,-0.0001386479499814,-0.0017814596172492,-0.009721227599883,2013-02-07,-0.0018054122688674346,2014-09-29,0.0004963041341547,-0.001107129699372
87,2015-07-03,0.0,0.0,0.0,0.0,2013-02-08,0.005657914786768137,2014-09-30,-0.0033698177198608,-0.0060970454613762
88,2015-07-06,-0.0058700234107754,-0.0021857278491831,-0.0010826389099923,-0.005799069714534,2013-02-11,-0.0006060885548082595,2014-10-01,-0.0031346709738399,-0.0129489024141932
89,2015-07-07,0.0005972888032872,0.0039615779177302,0.0046522923280312,-0.0076335019728608,2013-02-12,0.0015952432745993672,2014-10-02,0.0023509808331083,0.0042658756510023
90,2015-07-08,-0.0172114624550954,-0.007654141885372,-0.0147876976629111,-0.0117367336502091,2013-02-13,0.0005923273859276268,2014-10-03,-0.0028487547277403,0.0066428602825985
91,2015-07-09,0.0074719832249858,0.0038865165436641,0.0004408388887926,0.0176695280833654,2013-02-14,0.0006906395322070491,2014-10-06,-0.0028764308739218,-0.0056222429579977
92,2015-07-10,0.0089689618095223,0.0035885156191668,0.0136049416150834,0.0070150031028719,2013-02-15,-0.0010451037873510094,2014-10-07,-0.0012776852873146,-0.0146628466368704
93,2015-07-13,0.0079459201107512,0.0011493317845319,0.0086581171661865,0.0101784831724316,2013-02-19,0.007336539916699136,2014-10-08,-0.0063806389797179,0.0103248653614312
94,2015-07-14,0.0048719790911935,0.0044674723106268,0.0028884323232309,0.0018555539354889,2013-02-20,-0.01240414385932831,2014-10-09,-0.0158387321331301,-0.018759904183276
95,2015-07-15,-0.0082641151480948,-0.0042955589271318,-0.0023444400472812,-0.0101634109444548,2013-02-21,-0.0063031184893680425,2014-10-10,-0.0126118409141605,-0.0117518771211062
96,2015-07-16,0.0026830895835052,-0.0021700757501152,0.0039348196862207,0.0148348193002685,2013-02-22,0.008772513677932858,2014-10-13,-0.0185281849112017,-0.0020087733919868
97,2015-07-17,-0.0016621136742634,-0.0036650670193003,0.0011084694645147,0.0084521898936349,2013-02-25,-0.018309580364212152,2014-10-14,0.0007022235588284,0.0045010010432744
98,2015-07-20,-0.0082166558631863,-0.0033487560389712,0.0013445913636489,-0.0046704954671858,2013-02-26,0.006109486843431933,2014-10-15,0.0216156057914177,-0.0009768041861381
99,2015-07-21,0.0008684090936226,0.0007306553460315,-0.0060456435500153,-0.0016778177368638,2013-02-27,0.012725960960359162,2014-10-16,0.0982461777779273,0.0837340104885797
100,2015-07-22,-0.0020527202808218,-0.0013375215946421,0.0012713613452361,0.0017261405721773,2013-02-28,-0.000864121794998618,2014-10-17,0.0216649377145577,-0.0002759181662814
101,2015-07-23,0.0027675343519104,-0.0016768631690191,-0.0020899773568288,-0.0109457771936842,2013-03-01,0.002323923204901268,2014-10-20,0.0050372944301364,0.0048969519898538
102,2015-07-24,-0.0111613105592158,-0.0057012630043266,-0.0033705064151774,-0.0097821802591218,2013-03-04,0.004610723224871549,2014-10-21,0.0214179299976354,0.0108151476180679
103,2015-07-27,-0.0089455581846481,-0.0125914598162877,-0.0081067808984213,-0.0188040045285843,2013-03-05,0.009565958562811394,2014-10-22,0.0010178626446067,-0.0094790944687638
104,2015-07-28,0.0085965493382988,0.0021593795992267,0.0070263214939414,0.0081626620156918,2013-03-06,0.0010845634794356407,2014-10-23,-0.0043274907441905,0.0099673480072783
105,2015-07-29,0.0076621201719171,0.003381917461467,0.007917431599953,0.0036070570897819,2013-03-07,0.0018164597200056587,2014-10-24,-0.0027091679821163,0.0041003422550498
106,2015-07-30,0.0002326894302369,0.002115519129906,0.0031602072876077,-0.002041578886225,2013-03-08,0.004481110693795198,2014-10-27,-0.0064178132748214,-0.0031924535525267
107,2015-07-31,-0.0028881156472861,-0.0010387294456383,-0.0018344967904995,-0.0001924232936356,2013-03-11,0.00324913936487059,2014-10-28,-0.0092678948833682,0.0211330427029878
108,2015-08-03,-0.0046030065186459,-0.0019836515055434,0.0013597158422617,-3.612037916622679e-05,2013-03-12,-0.0024032591792934044,2014-10-29,0.0055233230595658,-0.0033143369217443
109,2015-08-04,0.0013422619316794,-0.0102183351184769,0.000684350483225,-0.0033542981059566,2013-03-13,0.0013140265897144676,2014-10-30,-0.0099404597049154,0.0127657000080374
110,2015-08-05,0.0042187902665833,-0.0037603713774784,0.0017999881724748,0.0043770334952137,2013-03-14,0.005603015721894922,2014-10-31,0.004943082658218,0.0058876587343639
111,2015-08-06,0.0004459722559202,-0.0038220250834006,-0.005835758787857,-0.0028377514092816,2013-03-15,-0.0016184438630272302,2014-11-03,-0.0058077266125354,-0.0019695073333629
112,2015-08-07,-0.0050177210890901,0.0020527169348978,-0.0014149680713723,-0.0077473590569925,2013-03-18,-0.005510347920804848,2014-11-04,-0.0079112545542574,-0.0021844261974631
113,2015-08-10,0.014225877694016,0.0108110958273897,0.0089460548648991,0.0052625028156167,2013-03-19,-0.002422524321886499,2014-11-05,0.0051019778014252,0.0004734688562358
114,2015-08-11,0.0,0.0,0.0,0.0,2013-03-20,0.006697495382151253,2014-11-06,-0.0014468461483129,0.0016594144976117
115,2015-08-12,0.0,0.0,0.0,0.0,2013-03-21,-0.008282490007762933,2014-11-07,0.0166861272280394,0.0006036195253431
116,2015-08-13,0.0,0.0,0.0,0.0,2013-03-22,0.007174278690645686,2014-11-10,-0.0066273337409075,0.0040249733833709
117,2015-08-14,0.0004014329095238,-0.0004131365407969,0.0043298176651334,0.0122451666204392,2013-03-25,-0.0033399919069426742,2014-11-11,0.0044628714090015,-0.0011068914040755
118,2015-08-17,0.004449469750561,0.0046958346383476,0.003442328894982,-0.0052224796651456,2013-03-26,0.007785060160212298,2014-11-12,-0.0003235259315134,0.0029718331661815
119,2015-08-18,-0.0063552260379856,-0.0001739040416641,-0.0017215852939859,-0.0127491691594796,2013-03-27,-0.0005883218120312783,2014-11-13,-0.0044474005936493,-0.0060874713420364
120,2015-08-19,-0.0079153266027215,-0.0059297446070128,-0.0028015206690786,-0.006636527365591,2013-03-28,0.004056691301148607,2014-11-14,0.0085974690826392,-0.0023521611031525
121,2015-08-20,-0.0192363543252334,-0.0145263265457383,-0.0193403608791747,-0.0471084866882477,2013-04-01,-0.0044736456388327905,2014-11-17,-0.0046568782353364,-0.0060848408100774
122,2015-08-21,-0.0168518639853798,-0.0099365413003309,-0.0273729927693409,-0.0191403746040419,2013-04-02,0.005172292388152311,2014-11-18,0.0061370277461044,0.0024748986250978
123,2015-08-24,-0.0294255291318522,-0.0152186247717422,-0.0293808902668314,-0.0389004275650541,2013-04-03,-0.010546091386721801,2014-11-19,-0.003073948104575,-0.0058610195176887
124,2015-08-25,-0.0067696488013989,-0.0049440401875742,-0.0061704572725913,0.0227181169703609,2013-04-04,0.004048426648816772,2014-11-20,0.0014048381970839,0.0052984790443793
125,2015-08-26,0.0222459994139396,0.0164868051863875,0.0290210375825552,0.0314081953914344,2013-04-05,-0.004294926858036674,2014-11-21,-0.0009987721343116,0.0034948667054801
126,2015-08-27,0.024140402299537,0.0118211190590187,0.0174016490765966,0.0399676770065244,2013-04-08,0.006302791512154959,2014-11-24,0.0021825476704901,0.0048735101316842
127,2015-08-28,0.0041079058863915,-0.0004378957807743,-0.0016473676605409,-0.0071372012236643,2013-04-09,0.003544307036792871,2014-11-25,-0.0004441176969326,0.0025140642764289
128,2015-08-31,-0.0039311448420992,-0.003050456256238,-0.0049772456595746,-0.0196495105038709,2013-04-10,0.012189135604133705,2014-11-26,-4.854397162287922e-05,0.003768765076821
129,2015-09-01,-0.0189798657497365,-0.0124392858776976,-0.0229972837514015,-0.0375770309023074,2013-04-11,0.003552241250086574,2014-11-28,0.001051626360292,-0.0169075785008676
130,2015-09-02,0.0124224031090105,0.0049315281983717,0.0113216960165827,0.0077459001568289,2013-04-12,-0.0028367548027137257,2014-12-01,-0.0065211356625952,-0.011823793443086
131,2015-09-03,0.00287860638566,-0.0014261086997603,0.0051524973377028,-0.0090522806472097,2013-04-15,-0.02296629637788339,2014-12-02,-0.0050825902878476,0.008600137447059
132,2015-09-04,-0.0097521109157133,-0.0013929281610819,-0.0115533863088906,-0.0297776474591368,2013-04-16,0.014307248318689014,2014-12-03,0.0024140707011325,0.0075791513046564
133,2015-09-07,0.0,0.0,0.0,0.0,2013-04-17,-0.01432772121912651,2014-12-04,-0.0065197264385377,-0.0015100398067872
134,2015-09-08,0.0150547795090687,0.0089843542343635,0.0162589673906368,0.0150843895775052,2013-04-18,-0.006700987751367626,2014-12-05,-0.0076984707510655,0.0048892030679695
135,2015-09-09,-0.0067329129834396,-0.0108759140253493,-0.0091489260976259,0.0107272623742549,2013-04-19,0.008847892787410716,2014-12-08,-0.0215221130523752,-0.0073822058863898
136,2015-09-10,0.0016802436866323,-0.0004966261492164,0.0015359719957781,-0.0060151888317072,2013-04-22,0.004661629963028435,2014-12-09,0.0105786750318875,0.0044096372868437
137,2015-09-11,0.0014604215526949,0.0022058291195974,0.0031675611245696,0.003707805011589,2013-04-23,0.010419200000000073,2014-12-10,-0.0160319297435535,-0.0150210278119334
138,2015-09-14,-0.0032583153545214,0.0006724285735164,-0.0033331435457031,-0.0073336931221258,2013-04-24,6.3340047378179776e-06,2014-12-11,-0.0029053972047924,0.0011015687272078
139,2015-09-15,0.0057295034575473,0.0078112049984522,0.0082145165662665,0.0216236094622273,2013-04-25,0.004034735461967864,2014-12-12,-0.0104934713572548,-0.0061980488293569
140,2015-09-16,0.0104035918304279,0.0031231434793241,0.0047143491127774,0.0348132206216822,2013-04-26,-0.0018420853415428429,2014-12-15,-0.0161082927066469,-0.0058098566569248
141,2015-09-17,0.0041728366279101,0.0026898193698274,0.0002334548873743,0.0077672685573229,2013-04-29,0.007186014763878923,2014-12-16,0.0078265545470694,-0.0042537846644147
142,2015-09-18,-0.0118079045953961,-0.0081244304314147,-0.012255813778895,-0.0175817691476649,2013-04-30,0.0024849241658875254,2014-12-17,0.0180291286246456,0.0178456339093186
143,2015-09-21,-0.0051889228412872,-0.0083698374353038,0.0067566128460339,-0.0063523922576502,2013-05-01,-0.009307886352397654,2014-12-18,0.0022004171617791,0.01415337572003
144,2015-09-22,-0.014365924670731,-0.004426876033399,-0.0109577963169992,-0.0146061181519673,2013-05-02,0.009407973715801932,2014-12-19,0.0123357968270608,-0.0018399931010982
145,2015-09-23,-0.0069669285363641,-0.0050434512647962,0.0013443228632177,-0.0150644402115265,2013-05-03,0.010534617768013232,2014-12-22,-0.0039162171363488,0.0069397868219153
146,2015-09-24,-0.0061865550664297,-0.0003136912824283,-0.0089663714514516,0.0186746851547225,2013-05-06,0.00190780589933226,2014-12-23,0.0024656309178689,0.000157860509866
147,2015-09-25,-0.0087050681929173,-0.011242272564677,-0.0031896088830997,0.0014496112138708,2013-05-07,0.005230293663060381,2014-12-24,0.0055680275724127,0.0039941106124317
148,2015-09-28,-0.0305262440000023,-0.0302816340133375,-0.0264304113408576,-0.0304850181412368,2013-05-08,0.004139093212625067,2014-12-26,0.0029590447304559,0.0057276786932273
149,2015-09-29,-0.0040792523293532,-0.0083388893083073,0.0035016542216805,-0.0046578319086515,2013-05-09,-0.0036871665778561713,2014-12-29,0.0015273941331909,0.0017628831847811
150,2015-09-30,0.0177040067631615,0.0168451180086908,0.0118725464867717,0.0351663873113063,2013-05-10,0.004321712455507276,2014-12-30,0.0060724763856951,-0.0020735315065397
151,2015-10-01,0.0040774738315678,0.0086187848986671,0.0016114176361519,0.0100709042675921,2013-05-13,4.284752402528014e-05,2014-12-31,0.008769902740227,-0.004627705715107
152,2015-10-02,0.0177177914726458,0.0145843821217179,0.0090933722788275,0.0351046396470309,2013-05-14,0.01014218647667664,2015-01-02,0.0128278634156905,6.051421929631992e-05
153,2015-10-05,0.0162855599548794,-1.9535477035037552e-05,0.0155646744673261,0.0123176116031482,2013-05-15,0.005114097701079734,2015-01-05,0.0137115525376193,-0.0156212258071178
154,2015-10-06,0.0008116137483444,-0.0009687147729675,-0.0051723947314099,-0.0164683168048699,2013-05-16,-0.005009705928453401,2015-01-06,0.0023066118375433,-0.0119836651094651
155,2015-10-07,0.0105382067081112,0.0006526755414519,0.0089958198041377,0.0057664121205596,2013-05-17,0.01030009633619522,2015-01-07,0.0034733250812001,0.0094175820324149
156,2015-10-08,0.0060261057178994,0.0062198837376039,0.0032623659173323,0.0119851522055292,2013-05-20,-0.0007076589084061835,2015-01-08,0.0036806805457334,0.0128696009185999
157,2015-10-09,0.0011659071735174,-0.0011165252988558,0.0003197216152877,0.0104053248914737,2013-05-21,0.001722389259972923,2015-01-09,-0.0094360631580512,-0.0018813114953076
158,2015-10-12,-0.0022631275739906,-0.0024139384858988,0.0022250223618403,0.0037270525069825,2013-05-22,-0.008273622660500024,2015-01-12,-0.019423143269161,-0.0022816899310019
159,2015-10-13,-0.0089540283915837,-0.0113968954085571,-0.0037319066249346,-0.026305707154107,2013-05-23,-0.0029238529616092412,2015-01-13,0.0069748927396167,-0.0033986356753296
160,2015-10-14,0.0003246148469899,0.0044923384508448,-0.0046805498416104,-0.0183797235714814,2013-05-24,-0.0005513447358695966,2015-01-14,-0.0012039023721243,-0.0030583548222872
161,2015-10-15,0.0114458269404498,0.0062059480577156,0.0184723299907882,0.0025571516728444,2013-05-28,0.006340931134820593,2015-01-15,-0.006852334803841,-0.0090037783190763
